speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
ZHAA,arctic_b0526,Arabic,l2,test,Thirty pounds said the captain with finality, 30 pounds set the captain with finality.,thirty pounds said the captain with finality,30 pounds set the captain with finality,0.2857142857142857,0.2857142857142857,0.03225806451612903
ZHAA,arctic_b0527,Arabic,l2,test,The very idea of it was preposterous, The very idea of it was propersters.,the very idea of it was preposterous,the very idea of it was propersters,0.14285714285714285,0.14285714285714285,0.14814814814814814
ZHAA,arctic_b0528,Arabic,l2,test,Captain Doane's orders were swiftly obeyed, Captain Duane orders were swiftly obeyed.,captain doanes orders were swiftly obeyed,captain duane orders were swiftly obeyed,0.16666666666666666,0.16666666666666666,0.10714285714285714
ZHAA,arctic_b0529,Arabic,l2,test,Come on Del Mar challenged," Come on, Dilmar Challenge.",come on del mar challenged,come on dilmar challenge,0.6,0.6,0.29411764705882354
ZHAA,arctic_b0530,Arabic,l2,test,He had a big chimpanzee that was a winner, He had a big chimpanzee that was a winner.,he had a big chimpanzee that was a winner,he had a big chimpanzee that was a winner,0.0,0.0,0.0
ZHAA,arctic_b0531,Arabic,l2,test,I am sure it must have been some adventure, I am sure it must have been some adventure.,i am sure it must have been some adventure,i am sure it must have been some adventure,0.0,0.0,0.0
ZHAA,arctic_b0532,Arabic,l2,test,That Longfellow chap most likely had written countless books of poetry, that long fellow chap most likely had written countless books of poetry.,that longfellow chap most likely had written countless books of poetry,that long fellow chap most likely had written countless books of poetry,0.18181818181818182,0.16666666666666666,0.0
ZHAA,arctic_b0533,Arabic,l2,test,His abnormal power of vision made abstractions take on concrete form, His abnormal power of vision made abstractions take on concrete form.,his abnormal power of vision made abstractions take on concrete form,his abnormal power of vision made abstractions take on concrete form,0.0,0.0,0.0
ZHAA,arctic_b0534,Arabic,l2,test,I'll tell you the librarian said with a brightening face, I'll tell you the librarian said with a brightening face.,ill tell you the librarian said with a brightening face,ill tell you the librarian said with a brightening face,0.0,0.0,0.0
ZHAA,arctic_b0535,Arabic,l2,test,He read his fragments aloud, He read his fragments aloud.,he read his fragments aloud,he read his fragments aloud,0.0,0.0,0.0
ZHAA,arctic_b0536,Arabic,l2,test,Typhoid did I tell you, Typhoid. Did I tell you?,typhoid did i tell you,typhoid did i tell you,0.0,0.0,0.0
ZHAA,arctic_b0537,Arabic,l2,test,But she had become an automaton, but she had become an automaton.,but she had become an automaton,but she had become an automaton,0.0,0.0,0.0
ZHAA,arctic_b0538,Arabic,l2,test,At the best they were necessary accessories," At the best, they were necessary accessors.",at the best they were necessary accessories,at the best they were necessary accessors,0.14285714285714285,0.14285714285714285,0.10714285714285714
ZHAA,arctic_b0539,Arabic,l2,test,You were making them talk shop Ruth charged him, You were making them to shop Rothschild Tim.,you were making them talk shop ruth charged him,you were making them to shop rothschild tim,0.4444444444444444,0.4444444444444444,0.27586206896551724
BDL,arctic_a0001,English,native,test,"Author of the danger trail, Philip Steels, etc."," author of the Danger Trail, Philip Steeles, etc.",author of the danger trail philip steels etc,author of the danger trail philip steeles etc,0.125,0.125,0.0
BDL,arctic_a0002,English,native,test,"Not at this particular case, Tom, apologized Whittemore."," Not at this particular case, Tom. Apologized, Whitmore.",not at this particular case tom apologized whittemore,not at this particular case tom apologized whitmore,0.125,0.125,0.0
BDL,arctic_a0003,English,native,test,For the twentieth time that evening the two men shook hands.," For the twentieth time that evening, the two men shook hands.",for the twentieth time that evening the two men shook hands,for the twentieth time that evening the two men shook hands,0.0,0.0,0.0
BDL,arctic_a0004,English,native,test,"Lord, but I'm glad to see you again, Phil."," Lord, but I'm glad to see you again, Phil.",lord but im glad to see you again phil,lord but im glad to see you again phil,0.0,0.0,0.0
BDL,arctic_a0005,English,native,test,Will we ever forget it., Will we ever forget it?,will we ever forget it,will we ever forget it,0.0,0.0,0.0
BDL,arctic_a0006,English,native,test,"God bless 'em, I hope I'll go on seeing them forever.", God bless them. I hope I'll go on seeing them forever.,god bless em i hope ill go on seeing them forever,god bless them i hope ill go on seeing them forever,0.09090909090909091,0.09090909090909091,0.03225806451612903
BDL,arctic_a0007,English,native,test,And you always want to see it in the superlative degree., and you always want to see it in the superlative degree.,and you always want to see it in the superlative degree,and you always want to see it in the superlative degree,0.0,0.0,0.0
BDL,arctic_a0008,English,native,test,"Gad, your letter came just in time."," GAD, your letter came just in time.",gad your letter came just in time,gad your letter came just in time,0.0,0.0,0.0
BDL,arctic_a0009,English,native,test,"He turned sharply, and faced Gregson across the table.", He turned sharply and faced Gregson across the table.,he turned sharply and faced gregson across the table,he turned sharply and faced gregson across the table,0.0,0.0,0.0
BDL,arctic_a0010,English,native,test,I'm playing a single hand in what looks like a losing game., I'm playing a single hand in what looks like a losing game.,im playing a single hand in what looks like a losing game,im playing a single hand in what looks like a losing game,0.0,0.0,0.0
BDL,arctic_a0011,English,native,test,If I ever needed a fighter in my life I need one now.," If I ever needed a fighter in my life, I need one now.",if i ever needed a fighter in my life i need one now,if i ever needed a fighter in my life i need one now,0.0,0.0,0.0
BDL,arctic_a0012,English,native,test,Gregson shoved back his chair and rose to his feet., Gregson shoved back his chair and rose to his feet.,gregson shoved back his chair and rose to his feet,gregson shoved back his chair and rose to his feet,0.0,0.0,0.0
BDL,arctic_a0013,English,native,test,"He was a head shorter than his companion, of almost delicate physique.", He was a head shorter than his companion of almost delicate physique.,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,0.0,0.0,0.0
BDL,arctic_a0014,English,native,test,"Now you're coming down to business, Phil, he exclaimed."," Now you're coming down to business, Phil,"" he exclaimed.",now youre coming down to business phil he exclaimed,now youre coming down to business phil he exclaimed,0.0,0.0,0.0
BDL,arctic_a0015,English,native,test,It's the aurora borealis., It's the Aurora Borealis.,its the aurora borealis,its the aurora borealis,0.0,0.0,0.0
BDL,arctic_a0016,English,native,test,"There's Fort Churchill, a rifle-shot beyond the ridge, asleep."," There's Fort Churchill, a rifle shot beyond the ridge, asleep.",theres fort churchill a rifleshot beyond the ridge asleep,theres fort churchill a rifle shot beyond the ridge asleep,0.2222222222222222,0.2,0.07894736842105263
BDL,arctic_a0017,English,native,test,From that moment his friendship for Belize turns to hatred and jealousy.," From that moment, his friendship for Belize turns to hatred and jealousy.",from that moment his friendship for belize turns to hatred and jealousy,from that moment his friendship for belize turns to hatred and jealousy,0.0,0.0,0.0
BDL,arctic_a0018,English,native,test,There was a change now., There was a change now.,there was a change now,there was a change now,0.0,0.0,0.0
BDL,arctic_a0019,English,native,test,"I followed the line of the proposed railroad, looking for chances.", I followed the line of the proposed railroad looking for chances.,i followed the line of the proposed railroad looking for chances,i followed the line of the proposed railroad looking for chances,0.0,0.0,0.0
BDL,arctic_a0020,English,native,test,Clubs and balls and cities grew to be only memories., Clubs and balls and cities grew to be only memories.,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,0.0,0.0,0.0
BDL,arctic_a0021,English,native,test,It fairly clubbed me into recognizing it., it fairly clubbed me into recognizing it.,it fairly clubbed me into recognizing it,it fairly clubbed me into recognizing it,0.0,0.0,0.0
BDL,arctic_a0022,English,native,test,Hardly were our plans made public before we were met by powerful opposition., Hardly were our plans made public before we were met by powerful opposition.,hardly were our plans made public before we were met by powerful opposition,hardly were our plans made public before we were met by powerful opposition,0.0,0.0,0.0
BDL,arctic_a0023,English,native,test,A combination of Canadian capital quickly organized and petitioned for the same privileges., A combination of Canadian capital quickly organized and petitioned for the same privileges.,a combination of canadian capital quickly organized and petitioned for the same privileges,a combination of canadian capital quickly organized and petitioned for the same privileges,0.0,0.0,0.0
BDL,arctic_a0024,English,native,test,It was my reports from the north which chiefly induced people to buy., It was my reports from the North which chiefly induced people to buy.,it was my reports from the north which chiefly induced people to buy,it was my reports from the north which chiefly induced people to buy,0.0,0.0,0.0
BDL,arctic_a0025,English,native,test,I was about to do this when cooler judgment prevailed., I was about to do this when cooler judgment prevailed.,i was about to do this when cooler judgment prevailed,i was about to do this when cooler judgment prevailed,0.0,0.0,0.0
BDL,arctic_a0026,English,native,test,It occurred to me that there would have to be an accounting., it occurred to me that there would have to be an accounting.,it occurred to me that there would have to be an accounting,it occurred to me that there would have to be an accounting,0.0,0.0,0.0
BDL,arctic_a0027,English,native,test,To my surprise he began to show actual enthusiasm in my favor.," But to my surprise, he began to show actual enthusiasm in my favor.",to my surprise he began to show actual enthusiasm in my favor,but to my surprise he began to show actual enthusiasm in my favor,0.08333333333333333,0.07692307692307693,0.06521739130434782
BDL,arctic_a0028,English,native,test,"Robbery, bribery, fraud, "," robbery, bribery, fraud.",robbery bribery fraud,robbery bribery fraud,0.0,0.0,0.0
BDL,arctic_a0029,English,native,test,Their forces were already moving into the north country., Their forces were already moving into the North Country.,their forces were already moving into the north country,their forces were already moving into the north country,0.0,0.0,0.0
BDL,arctic_a0030,English,native,test,I had faith in them., I had faith in them.,i had faith in them,i had faith in them,0.0,0.0,0.0
BDL,arctic_a0031,English,native,test,They were three hundred yards apart., They were 300 yards apart.,they were three hundred yards apart,they were 300 yards apart,0.3333333333333333,0.3333333333333333,0.0
BDL,arctic_a0032,English,native,test,Since then some mysterious force has been fighting us at every step.," Since then, some mysterious force has been fighting us at every step.",since then some mysterious force has been fighting us at every step,since then some mysterious force has been fighting us at every step,0.0,0.0,0.0
BDL,arctic_a0033,English,native,test,"He unfolded a long typewritten letter, and handed it to Gregson.", He unfolded a long typewritten letter and handed it to Gregson.,he unfolded a long typewritten letter and handed it to gregson,he unfolded a long typewritten letter and handed it to gregson,0.0,0.0,0.0
BDL,arctic_a0034,English,native,test,Men of Selden's stamp don't stop at women and children., Men of Seldon's stamp don't stop at women and children.,men of seldens stamp dont stop at women and children,men of seldons stamp dont stop at women and children,0.1,0.1,0.0
BDL,arctic_a0035,English,native,test,"He stopped, and Philip nodded at the horrified question in his eyes.", He stopped and Philip nodded at the horrified question in his eyes.,he stopped and philip nodded at the horrified question in his eyes,he stopped and philip nodded at the horrified question in his eyes,0.0,0.0,0.0
BDL,arctic_a0036,English,native,test,She turned in at the hotel., She turned in at the hotel.,she turned in at the hotel,she turned in at the hotel,0.0,0.0,0.0
BDL,arctic_a0037,English,native,test,I was the only one who remained sitting., I was the only one who remained sitting.,i was the only one who remained sitting,i was the only one who remained sitting,0.0,0.0,0.0
BDL,arctic_a0038,English,native,test,We'll have to watch our chances., We'll have to watch our chances.,well have to watch our chances,well have to watch our chances,0.0,0.0,0.0
BDL,arctic_a0039,English,native,test,The ship should be in within a week or ten days., the ship should be in within a week or ten days.,the ship should be in within a week or ten days,the ship should be in within a week or ten days,0.0,0.0,0.0
BDL,arctic_a0040,English,native,test,I suppose you wonder why she is coming up here., I suppose you wonder why she is coming up here.,i suppose you wonder why she is coming up here,i suppose you wonder why she is coming up here,0.0,0.0,0.0
BDL,arctic_a0041,English,native,test,Meanwhile I'll go out to breathe a spell.," Meanwhile, I'll go out to breathe the spell.",meanwhile ill go out to breathe a spell,meanwhile ill go out to breathe the spell,0.125,0.125,0.043478260869565216
BDL,arctic_a0042,English,native,test,How could he explain his possession of the sketch., How could he explain his possession of the sketch?,how could he explain his possession of the sketch,how could he explain his possession of the sketch,0.0,0.0,0.0
BDL,arctic_a0043,English,native,test,It seemed nearer to him since he had seen and talked with Gregson., It seemed nearer to him since he had seen and talked with Gregson.,it seemed nearer to him since he had seen and talked with gregson,it seemed nearer to him since he had seen and talked with gregson,0.0,0.0,0.0
BDL,arctic_a0044,English,native,test,Her own betrayal of herself was like tonic to Philip., Her own betrayal of herself was like tonic to Philip.,her own betrayal of herself was like tonic to philip,her own betrayal of herself was like tonic to philip,0.0,0.0,0.0
BDL,arctic_a0045,English,native,test,He moved away as quietly as he had come., He moved away as quietly as he had come.,he moved away as quietly as he had come,he moved away as quietly as he had come,0.0,0.0,0.0
BDL,arctic_a0046,English,native,test,"The girl faced him, her eyes shining with sudden fear."," The girl faced him, her eyes shining with sudden fear.",the girl faced him her eyes shining with sudden fear,the girl faced him her eyes shining with sudden fear,0.0,0.0,0.0
BDL,arctic_a0047,English,native,test,Close beside him gleamed the white fangs of the wolf-dog., close beside him gleamed the white fangs of the wolf dog.,close beside him gleamed the white fangs of the wolfdog,close beside him gleamed the white fangs of the wolf dog,0.2,0.18181818181818182,0.0
BDL,arctic_a0048,English,native,test,"He looked at the handkerchief more, closely.", He looked at the handkerchief more closely.,he looked at the handkerchief more closely,he looked at the handkerchief more closely,0.0,0.0,0.0
BDL,arctic_a0049,English,native,test,Gregson was asleep when he re-entered the cabin., Gregson was asleep when he re-entered the cabin.,gregson was asleep when he reentered the cabin,gregson was asleep when he reentered the cabin,0.0,0.0,0.0
BDL,arctic_a0050,English,native,test,In spite of their absurdity the words affected Philip curiously.," In spite of their absurdity, the words affected Philip curiously.",in spite of their absurdity the words affected philip curiously,in spite of their absurdity the words affected philip curiously,0.0,0.0,0.0
BDL,arctic_a0051,English,native,test,"The lace was of a delicate ivory color, faintly tinted with yellow."," The lace was of a delicate ivory color, faintly tinted with yellow.",the lace was of a delicate ivory color faintly tinted with yellow,the lace was of a delicate ivory color faintly tinted with yellow,0.0,0.0,0.0
BDL,arctic_a0052,English,native,test,It was a curious coincidence., It was a curious coincidence.,it was a curious coincidence,it was a curious coincidence,0.0,0.0,0.0
BDL,arctic_a0053,English,native,test,Suddenly his fingers closed tightly over the handkerchief., Suddenly his fingers closed tightly over the handkerchief.,suddenly his fingers closed tightly over the handkerchief,suddenly his fingers closed tightly over the handkerchief,0.0,0.0,0.0
BDL,arctic_a0054,English,native,test,There was nothing on the rock., There was nothing on the rock.,there was nothing on the rock,there was nothing on the rock,0.0,0.0,0.0
BDL,arctic_a0055,English,native,test,"Philip stood undecided, his ears strained to catch the slightest sound."," Philip stood undecided, his ears strained to catch the slightest sound.",philip stood undecided his ears strained to catch the slightest sound,philip stood undecided his ears strained to catch the slightest sound,0.0,0.0,0.0
BDL,arctic_a0056,English,native,test,Pearce's little eyes were fixed on him shrewdly., Pierce's little eyes were fixed on him shrewdly.,pearces little eyes were fixed on him shrewdly,pierces little eyes were fixed on him shrewdly,0.125,0.125,0.06666666666666667
BDL,arctic_a0057,English,native,test,"I have no idea, replied Philip."," I have no idea,"" replied Philip.",i have no idea replied philip,i have no idea replied philip,0.0,0.0,0.0
BDL,arctic_a0058,English,native,test,I came for information more out of curiosity than anything else., I came for information more out of curiosity than anything else.,i came for information more out of curiosity than anything else,i came for information more out of curiosity than anything else,0.0,0.0,0.0
BDL,arctic_a0059,English,native,test,His immaculate appearance was gone., his immaculate appearance was gone.,his immaculate appearance was gone,his immaculate appearance was gone,0.0,0.0,0.0
BDL,arctic_a0060,English,native,test,"Anyway, no one saw her like that."," Anyway, no one saw her like that.",anyway no one saw her like that,anyway no one saw her like that,0.0,0.0,0.0
BDL,arctic_a0061,English,native,test,Philip snatched at the letter which Gregson held out to him., Philip snatched at the letter which Gregson held out to him.,philip snatched at the letter which gregson held out to him,philip snatched at the letter which gregson held out to him,0.0,0.0,0.0
BDL,arctic_a0062,English,native,test,The men stared into each other's face., the men stared into each other's face.,the men stared into each others face,the men stared into each others face,0.0,0.0,0.0
BDL,arctic_a0063,English,native,test,"Yes, it was a man who asked, a stranger."," Yes, it was a man who asked a stranger.",yes it was a man who asked a stranger,yes it was a man who asked a stranger,0.0,0.0,0.0
BDL,arctic_a0064,English,native,test,The fourth and fifth days passed without any developments., The fourth and fifth days passed without any developments.,the fourth and fifth days passed without any developments,the fourth and fifth days passed without any developments,0.0,0.0,0.0
BDL,arctic_a0065,English,native,test,They closed now until his fingers were like cords of steel., They closed now until his fingers were like cords of steel.,they closed now until his fingers were like cords of steel,they closed now until his fingers were like cords of steel,0.0,0.0,0.0
BDL,arctic_a0066,English,native,test,He saw Jeanne falter for a moment., He saw Gene falter for a moment.,he saw jeanne falter for a moment,he saw gene falter for a moment,0.14285714285714285,0.14285714285714285,0.0
BDL,arctic_a0067,English,native,test,"Surely I will excuse you, she cried."," Surely I will excuse you,"" she cried.",surely i will excuse you she cried,surely i will excuse you she cried,0.0,0.0,0.0
BDL,arctic_a0068,English,native,test,In a flash Philip followed its direction.," In a flash, Philip followed its direction.",in a flash philip followed its direction,in a flash philip followed its direction,0.0,0.0,0.0
BDL,arctic_a0069,English,native,test,It was his intention to return to Eileen and her father., It was his intention to return to Eileen and her father.,it was his intention to return to eileen and her father,it was his intention to return to eileen and her father,0.0,0.0,0.0
BDL,arctic_a0070,English,native,test,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,he would first hunt up gregson and begin his work there,he would first hunt up gregson and begin his work there,0.0,0.0,0.0
BDL,arctic_a0071,English,native,test,What was the object of your little sensation., What was the object of your little sensation?,what was the object of your little sensation,what was the object of your little sensation,0.0,0.0,0.0
BDL,arctic_a0072,English,native,test,But who was Eileen's double., But who was Eileen's double?,but who was eileens double,but who was eileens double,0.0,0.0,0.0
BDL,arctic_a0073,English,native,test,"The promoter's eyes were heavy, with little puffy bags under them.", The promoter's eyes were heavy with little puffy bags under them.,the promoters eyes were heavy with little puffy bags under them,the promoters eyes were heavy with little puffy bags under them,0.0,0.0,0.0
BDL,arctic_a0074,English,native,test,"And now, down there, Eileen was waiting for him."," And now, down there, Eileen was waiting for him.",and now down there eileen was waiting for him,and now down there eileen was waiting for him,0.0,0.0,0.0
BDL,arctic_a0075,English,native,test,"There has been a change, she interrupted him."," There has been a change, she interrupted him.",there has been a change she interrupted him,there has been a change she interrupted him,0.0,0.0,0.0
BDL,arctic_a0076,English,native,test,The gray eyes faltered; the flush deepened.," The gray eyes faltered, the flush deepened.",the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,0.0,0.0,0.0
BDL,arctic_a0077,English,native,test,"It is the fire, partly, she said."," It is the fire, partly, she said.",it is the fire partly she said,it is the fire partly she said,0.0,0.0,0.0
BDL,arctic_a0078,English,native,test,"Then, and at supper, he tried to fathom her."," Then, and at supper, he tried to fathom her.",then and at supper he tried to fathom her,then and at supper he tried to fathom her,0.0,0.0,0.0
BDL,arctic_a0079,English,native,test,It was a large canoe., It was a large canoe.,it was a large canoe,it was a large canoe,0.0,0.0,0.0
BDL,arctic_a0080,English,native,test,What if Jeanne failed him., What if Gene failed him?,what if jeanne failed him,what if gene failed him,0.2,0.2,0.0
BDL,arctic_a0081,English,native,test,What if she did not come to the rock., What if she did not come to the rock?,what if she did not come to the rock,what if she did not come to the rock,0.0,0.0,0.0
BDL,arctic_a0082,English,native,test,His face was streaming with blood., His face was streaming with blood.,his face was streaming with blood,his face was streaming with blood,0.0,0.0,0.0
BDL,arctic_a0083,English,native,test,A shadow was creeping over Pierre's eyes., A shadow was creeping over Pierre's eyes.,a shadow was creeping over pierres eyes,a shadow was creeping over pierres eyes,0.0,0.0,0.0
BDL,arctic_a0084,English,native,test,Scarcely had he uttered the name when Pierre's closing eyes shot open., Scarcely had he uttered the name when Pierre's closing eyes shot open.,scarcely had he uttered the name when pierres closing eyes shot open,scarcely had he uttered the name when pierres closing eyes shot open,0.0,0.0,0.0
BDL,arctic_a0085,English,native,test,A trickle of fresh blood ran over his face., A trickle of fresh blood ran over his face.,a trickle of fresh blood ran over his face,a trickle of fresh blood ran over his face,0.0,0.0,0.0
BDL,arctic_a0086,English,native,test,Death had come with terrible suddenness., Death had come with terrible suddenness.,death had come with terrible suddenness,death had come with terrible suddenness,0.0,0.0,0.0
BDL,arctic_a0087,English,native,test,"Philip bent lower, and stared into the face of the dead man.", Philip bent lower and stared into the face of the dead man.,philip bent lower and stared into the face of the dead man,philip bent lower and stared into the face of the dead man,0.0,0.0,0.0
BDL,arctic_a0088,English,native,test,"He made sure that the magazine was loaded, and resumed his paddling.", He made sure that the magazine was loaded and resumed his paddling.,he made sure that the magazine was loaded and resumed his paddling,he made sure that the magazine was loaded and resumed his paddling,0.0,0.0,0.0
BDL,arctic_a0089,English,native,test,The nightglow was treacherous to shoot by., the night glow was treacherous to shoot by.,the nightglow was treacherous to shoot by,the night glow was treacherous to shoot by,0.2857142857142857,0.25,0.0
BDL,arctic_a0090,English,native,test,The singing voice approached rapidly., the singing voice approached rapidly.,the singing voice approached rapidly,the singing voice approached rapidly,0.0,0.0,0.0
BDL,arctic_a0091,English,native,test,His blood grew hot with rage at the thought., His blood grew hot with rage at the thought.,his blood grew hot with rage at the thought,his blood grew hot with rage at the thought,0.0,0.0,0.0
BDL,arctic_a0092,English,native,test,"He went down in midstream, searching the shadows of both shores."," He went down in midstream, searching the shadows of both shores.",he went down in midstream searching the shadows of both shores,he went down in midstream searching the shadows of both shores,0.0,0.0,0.0
BDL,arctic_a0093,English,native,test,For a full minute he crouched and listened., For a full minute he crouched and listened.,for a full minute he crouched and listened,for a full minute he crouched and listened,0.0,0.0,0.0
BDL,arctic_a0094,English,native,test,He had barely entered this when he saw the glow of a fire., He had barely entered this when he saw the glow of a fire.,he had barely entered this when he saw the glow of a fire,he had barely entered this when he saw the glow of a fire,0.0,0.0,0.0
BDL,arctic_a0095,English,native,test,A big canvas tent was the first thing to come within his vision., A big canvas tent was the first thing to come within his vision.,a big canvas tent was the first thing to come within his vision,a big canvas tent was the first thing to come within his vision,0.0,0.0,0.0
BDL,arctic_a0096,English,native,test,Perhaps she had already met her fate a little deeper in the forest., Perhaps she had already met her fate a little deeper in the forest.,perhaps she had already met her fate a little deeper in the forest,perhaps she had already met her fate a little deeper in the forest,0.0,0.0,0.0
BDL,arctic_a0097,English,native,test,Then you can arrange yourself comfortably among these robes in the bow., then you can arrange yourself comfortably among these robes in the bow.,then you can arrange yourself comfortably among these robes in the bow,then you can arrange yourself comfortably among these robes in the bow,0.0,0.0,0.0
BDL,arctic_a0098,English,native,test,Shall I carry you., Shall I carry you?,shall i carry you,shall i carry you,0.0,0.0,0.0
BDL,arctic_a0099,English,native,test,A maddening joy pounded in his brain., A maddening joy pounded in his brain.,a maddening joy pounded in his brain,a maddening joy pounded in his brain,0.0,0.0,0.0
BDL,arctic_a0100,English,native,test,"You must sleep, he urged.", You must sleep here.,you must sleep he urged,you must sleep here,0.4,0.4,0.2
BDL,arctic_a0101,English,native,test,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",you you would not keep the truth from me,you you would not keep the truth from me,0.0,0.0,0.0
BDL,arctic_a0102,English,native,test,He will follow us soon., He will follow us soon.,he will follow us soon,he will follow us soon,0.0,0.0,0.0
BDL,arctic_a0103,English,native,test,But there came no promise from the bow of the canoe., But there came no promise from the bow of the canoe.,but there came no promise from the bow of the canoe,but there came no promise from the bow of the canoe,0.0,0.0,0.0
BDL,arctic_a0104,English,native,test,She was sleeping under his protection as sweetly as a child., She was sleeping under his protection as sweetly as a child.,she was sleeping under his protection as sweetly as a child,she was sleeping under his protection as sweetly as a child,0.0,0.0,0.0
BDL,arctic_a0105,English,native,test,"Only, it is so wonderful, so almost impossible to believe."," Only, it is so wonderful, so almost impossible to believe.",only it is so wonderful so almost impossible to believe,only it is so wonderful so almost impossible to believe,0.0,0.0,0.0
BDL,arctic_a0106,English,native,test,The emotion which she had suppressed burst forth now in a choking sob., the emotion which she had suppressed burst forth now in a choking sob.,the emotion which she had suppressed burst forth now in a choking sob,the emotion which she had suppressed burst forth now in a choking sob,0.0,0.0,0.0
BDL,arctic_a0107,English,native,test,If you only could know how I thank you., if you only could know how I thank you.,if you only could know how i thank you,if you only could know how i thank you,0.0,0.0,0.0
BDL,arctic_a0108,English,native,test,He waded into the edge of the water and began scrubbing himself., He waded into the edge of the water and began scrubbing himself.,he waded into the edge of the water and began scrubbing himself,he waded into the edge of the water and began scrubbing himself,0.0,0.0,0.0
BDL,arctic_a0109,English,native,test,Do you know that you are shaking my confidence in you., Do you know that you are shaking my confidence in you?,do you know that you are shaking my confidence in you,do you know that you are shaking my confidence in you,0.0,0.0,0.0
BDL,arctic_a0110,English,native,test,"Much, replied Jeanne, as tersely.", much replied Jean as Tersley.,much replied jeanne as tersely,much replied jean as tersley,0.4,0.4,0.0
BDL,arctic_a0111,English,native,test,"Instead, he joined her; and they ate like two hungry children."," Instead, he joined her, and they ate like two hungry children.",instead he joined her and they ate like two hungry children,instead he joined her and they ate like two hungry children,0.0,0.0,0.0
BDL,arctic_a0112,English,native,test,He was wounded in the arm., He was wounded in the arm.,he was wounded in the arm,he was wounded in the arm,0.0,0.0,0.0
BDL,arctic_a0113,English,native,test,I suppose you picked that lingo up among the Indians., I suppose you picked that lingo up among the Indians.,i suppose you picked that lingo up among the indians,i suppose you picked that lingo up among the indians,0.0,0.0,0.0
BDL,arctic_a0114,English,native,test,Her words sent a strange chill through Philip., Her words sent a strange chill through Philip.,her words sent a strange chill through philip,her words sent a strange chill through philip,0.0,0.0,0.0
BDL,arctic_a0115,English,native,test,He had no excuse for the feelings which were aroused in him., He had no excuse for the feelings which were aroused in him.,he had no excuse for the feelings which were aroused in him,he had no excuse for the feelings which were aroused in him,0.0,0.0,0.0
BDL,arctic_a0116,English,native,test,Was it the rendezvous of those who were striving to work his ruin., Was it the rendezvous of those who were striving to work his ruin?,was it the rendezvous of those who were striving to work his ruin,was it the rendezvous of those who were striving to work his ruin,0.0,0.0,0.0
BDL,arctic_a0117,English,native,test,"She added, with genuine sympathy in her face and voice.", She added with genuine sympathy in her face and voice.,she added with genuine sympathy in her face and voice,she added with genuine sympathy in her face and voice,0.0,0.0,0.0
BDL,arctic_a0118,English,native,test,Pierre obeys me when we are together., Pierre obeys me when we are together.,pierre obeys me when we are together,pierre obeys me when we are together,0.0,0.0,0.0
BDL,arctic_a0119,English,native,test,Jeanne was turning the bow shoreward., Gene was turning the bow shoreward.,jeanne was turning the bow shoreward,gene was turning the bow shoreward,0.16666666666666666,0.16666666666666666,0.0
BDL,arctic_a0120,English,native,test,My right foot feels like that of a Chinese debutante., My right foot feels like that of a Chinese debutante.,my right foot feels like that of a chinese debutante,my right foot feels like that of a chinese debutante,0.0,0.0,0.0
BDL,arctic_a0121,English,native,test,"They ate dinner at the fifth, and rested for two hours.", They ate dinner at the fifth and rested for two hours.,they ate dinner at the fifth and rested for two hours,they ate dinner at the fifth and rested for two hours,0.0,0.0,0.0
BDL,arctic_a0122,English,native,test,Two years ago I gave up civilization for this., Two years ago I gave up civilization for this.,two years ago i gave up civilization for this,two years ago i gave up civilization for this,0.0,0.0,0.0
BDL,arctic_a0123,English,native,test,She had died from cold and starvation., She had died from cold and starvation.,she had died from cold and starvation,she had died from cold and starvation,0.0,0.0,0.0
BDL,arctic_a0124,English,native,test,It was Jeanne singing softly over beyond the rocks., It was Jean singing softly over beyond the rocks.,it was jeanne singing softly over beyond the rocks,it was jean singing softly over beyond the rocks,0.1111111111111111,0.1111111111111111,0.0
BDL,arctic_a0125,English,native,test,He was determined now to maintain a more certain hold upon himself., He was determined now to maintain a more certain hold upon himself.,he was determined now to maintain a more certain hold upon himself,he was determined now to maintain a more certain hold upon himself,0.0,0.0,0.0
BDL,arctic_a0126,English,native,test,Each day she became a more vital part of him., Each day she became a more vital part of him.,each day she became a more vital part of him,each day she became a more vital part of him,0.0,0.0,0.0
BDL,arctic_a0127,English,native,test,"It was a temptation, but he resisted it."," It was a temptation, but he resisted it.",it was a temptation but he resisted it,it was a temptation but he resisted it,0.0,0.0,0.0
BDL,arctic_a0128,English,native,test,This one hope was destroyed as quickly as it was born., This one hope was destroyed as quickly as it was born.,this one hope was destroyed as quickly as it was born,this one hope was destroyed as quickly as it was born,0.0,0.0,0.0
BDL,arctic_a0129,English,native,test,Her face was against his breast., Her face was against his breast.,her face was against his breast,her face was against his breast,0.0,0.0,0.0
BDL,arctic_a0130,English,native,test,"She was his now, forever."," She was his now, forever.",she was his now forever,she was his now forever,0.0,0.0,0.0
